text_tweet_clean,scores,compound,sentimen
 canda seks bebas norang aku aja perawan suci ,"{'neg': 0.0, 'neu': 0.485, 'pos': 0.515, 'compound': 0.6486}",0.6486,positif
 tidak takut komitmen ntapi takut diputusin kyk yang udah njadi mendingan seks bebas ,"{'neg': 0.147, 'neu': 0.452, 'pos': 0.401, 'compound': 0.8522}",0.8522,positif
 baca seks bebas merugikannya bukan individu lagi kak menurutku masyarakat agama kakak katanya larang kan nah itu pst ada sebabnya emg diterapin seluruh indonesia gabisa karena semua keenam agama ada indonesia punya hukum ,"{'neg': 0.066, 'neu': 0.861, 'pos': 0.073, 'compound': 0.0772}",0.0772,positif
 kayaknya kalau seks bebas kan mau sama mau amp gak terikat pernikahan nggak ada hukuman selain sanksi sosial kali kak ,"{'neg': 0.169, 'neu': 0.682, 'pos': 0.149, 'compound': -0.1531}",-0.1531,negatif
 seringnya melihat case seks bebas berakhir hamidun luar nikah itu ada sih hukum harus bayar kompensasi anaknya atau apalah negara kuhp setahuku ada soal perzinaan khi kyknya ada aturan bunyiny boleh nikah sblm anaknya lahir gmn soal denda nya ,"{'neg': 0.021, 'neu': 0.902, 'pos': 0.077, 'compound': 0.5719}",0.5719,positif
 kakaknya nerapin seks bebas ,"{'neg': 0.0, 'neu': 0.548, 'pos': 0.452, 'compound': 0.5106}",0.5106,positif
 resiko akan timbul kemudian hari makanya seks bebas harus banget berantas manusia kan bukan binatang ngewe mulu tapi hidup tanpa tanggungjawab jawab ,"{'neg': 0.06, 'neu': 0.856, 'pos': 0.084, 'compound': 0.1531}",0.1531,positif
 pikiran begini bikin makin banyak anak akan lahir tanpa persiapan org tua anak gatau apa lahir dari org tua gak ada persiapan apapun kecuali kesiapan nafsu mau ngewe aja emang awalnya karna hak perorangan tapi akibat seks bebas bukan diri sendiri aja tapi ,"{'neg': 0.026, 'neu': 0.827, 'pos': 0.146, 'compound': 0.7391}",0.7391,positif
 perilaku seks bebas tanpa pengaman dapat meningkatkan risiko terkena infeksi menular seksual ims setia pada satu pasangan dan melakukan hubungan seksual yang aman dapat mencegah terkena penyakit akibat seks bebas ,"{'neg': 0.111, 'neu': 0.507, 'pos': 0.382, 'compound': 0.8807}",0.8807,positif
 setiap mau seks bebas ada yang namanya konsekuensi kagak nafsu aja yang dinomor satuin kalau ada salah satu yang gak tanggung jawab mah konsekuensi dia ngelakuin seks bebas bukan minta bantuan warga perlindungan anak dan wanita itu bagus tapi gabisa diterapin situasi gini ,"{'neg': 0.025, 'neu': 0.802, 'pos': 0.174, 'compound': 0.7113}",0.7113,positif
 aku pribadi orang setuju namanya seks bebas paham kok klu semisal ada bilang klu itu privasi orang yang jadi masalah tuh bukan privasinya tapi resikonya itu loh ,"{'neg': 0.139, 'neu': 0.741, 'pos': 0.12, 'compound': -0.1531}",-0.1531,negatif
 wtf predator seks anak cuman dihukum tahun penjara dan skrng bebas gmn cara monitoring pihak berwajib utk menjamin ybs tidak mendekati wilayah padat anak anak agar tidak ada lagi anak anak menjadi korban predator seks horor ,"{'neg': 0.297, 'neu': 0.604, 'pos': 0.099, 'compound': -0.8951}",-0.8951,negatif
 terdengar romantis rasanya jika urusan seks bebas hanya urusan privat hahaha nyang turun tangan pun pada akhirnya keluarga kerabat terdekat masyarakat setempat penegak hukum pihak rumah sakit sampai menfess twit wkwk ,"{'neg': 0.0, 'neu': 0.73, 'pos': 0.27, 'compound': 0.8658}",0.8658,positif
 iya kali wkwkeekwk inimah enak enaknya orang yang demen seks bebas aja ,"{'neg': 0.0, 'neu': 0.425, 'pos': 0.575, 'compound': 0.9042}",0.9042,positif
 punya temen dri aceh dia bilang klo hukum cambuk gtu berhubungan dengan maksiat zina seks bebas berduaan bukan muhrim dsb meminum minuman memabukkan berjudi biasa eksekusi lapangan atau halaman kantor tiap kecamatan tempat dimana kejadian pelanggaran terjadi ,"{'neg': 0.097, 'neu': 0.771, 'pos': 0.132, 'compound': 0.4019}",0.4019,positif
 aku mikirnya tuh aturan larangan seks bebas banyak agama indo ngelarang hal tsb segi kesehatan juga ngelarang tapi tetep banyaak ngelakuin hal itu jadi daripada cuma sibuk pencegahan better cari solusi terbaik juga salah satunya mungkin kayak saranku diatas ,"{'neg': 0.027, 'neu': 0.676, 'pos': 0.297, 'compound': 0.9542}",0.9542,positif
 beranak ramai tapi berkualiti takpe wei kalau dua dua keje anak tgl kat umah seks dadah pergaulan bebas judi melarat mana dtg berkualiti nya ikut hati mmg nak ada baby tapi aku sedar diri aku ada chronic illness suami patient dialysis ,"{'neg': 0.158, 'neu': 0.774, 'pos': 0.068, 'compound': -0.6977}",-0.6977,negatif
 kalo ini berlaku seluruh indonesia kira kira worth gak buat nurunin angka seks bebas wkwk ,"{'neg': 0.0, 'neu': 0.785, 'pos': 0.215, 'compound': 0.6369}",0.6369,positif
 maksud sendernya berharap ada hukum kayak gini yang bikin jera pelaku seks bebas least kalau sampe jadi punya anak bertanggungjawab dan gak bikin pusing orang lain ,"{'neg': 0.065, 'neu': 0.597, 'pos': 0.338, 'compound': 0.8603}",0.8603,positif
 andri sobari alias emon yang menyodomi ratusan anak sukabumi telah bebas dari penjara berikut jejak gelap sang predator seks ,"{'neg': 0.13, 'neu': 0.87, 'pos': 0.0, 'compound': -0.5106}",-0.5106,negatif
 mending tiap hari minum kunyit temulawak kyk pak jokowi biar sehat dan bugar jgn merokok hindari seks bebas tidur teratur managemen stress hindari minuman bergula kek mixue chatime sebulan sekali boleh junk food biar usah ketemu dokter ruwet ,"{'neg': 0.093, 'neu': 0.662, 'pos': 0.244, 'compound': 0.7829}",0.7829,positif
 keluarga besar terima paket tokopedia mana tuh nomor pengaduan seks bebas smu pgri bogor ,"{'neg': 0.096, 'neu': 0.702, 'pos': 0.202, 'compound': 0.34}",0.34,positif
 mendingan kek gitu toh jatohnya produktif melampiaskan emosi via tulisan drpd malah pelarian alkohol dan seks bebas ,"{'neg': 0.0, 'neu': 0.686, 'pos': 0.314, 'compound': 0.8271}",0.8271,positif
 jejak emon sang predator seks yang kini telah bebas ,"{'neg': 0.0, 'neu': 0.732, 'pos': 0.268, 'compound': 0.5106}",0.5106,positif
 plis oliver seks bebas dtg ,"{'neg': 0.0, 'neu': 0.349, 'pos': 0.651, 'compound': 0.6808}",0.6808,positif
 lah kok enak aja udah tahun mestinya hukaman mati atau penjara seumur hidup ini bahaya loh predator seks anak pedofil belom tahun uda bebas aja waduhh ngeri amat hukum dinegeri ini ,"{'neg': 0.296, 'neu': 0.511, 'pos': 0.193, 'compound': -0.796}",-0.796,negatif
 gini aja deh kepanjangan kalo kamu maish mau teka sama pikiranmu itu terserah yang jelas mau kamu akui atau tidak itu hanya bikin laki laki makin bebas melakukan seks bebas xbd ,"{'neg': 0.0, 'neu': 0.664, 'pos': 0.336, 'compound': 0.9285}",0.9285,positif
 tulah dia lupa parti yang dia sembah siap gay lagi pemimpin tinggi pas belum lagi kadar seks bebas dan dadah ,"{'neg': 0.0, 'neu': 0.659, 'pos': 0.341, 'compound': 0.8979}",0.8979,positif
 bebas dari bui emon sang predator seks wajib lapor hingga ,"{'neg': 0.0, 'neu': 0.732, 'pos': 0.268, 'compound': 0.5106}",0.5106,positif
 begitu harusnya memang cowo cowo negara ini terlalu dibebasin kurang dididik buat bertanggung jawab dan jaga emosi ini yang jadi masalah besar bikin terjadinya banyak kasus kekerasan atau seks bebas ,"{'neg': 0.14, 'neu': 0.679, 'pos': 0.181, 'compound': 0.25}",0.25,positif
 ini mempersalahkan soal cewenya mau kasus alshad apa berfikiran alshad ini bebas nyebar benih siapa aja asal cewenya mau tanpa mikirin soal tanggung jawab apa gimana mau makin parah persoalan seks bebas klo cowonya dibebasin gini terus ,"{'neg': 0.145, 'neu': 0.7, 'pos': 0.155, 'compound': 0.1531}",0.1531,positif
 andri sobari alias emon sudah bebas dari penjara kini emon menghabiskan waktunya sukabumi lantas apa aktivitas predator seks itu nvia ,"{'neg': 0.111, 'neu': 0.777, 'pos': 0.111, 'compound': 0.0}",0.0,neutral
 cjelas bahawa acara ini mempromosi budaya hedonistik lucah dan seks bebas via ,"{'neg': 0.0, 'neu': 0.57, 'pos': 0.43, 'compound': 0.8074}",0.8074,positif
 aktivitas emon predator seks sukabumi usai bebas dari bui ,"{'neg': 0.268, 'neu': 0.732, 'pos': 0.0, 'compound': -0.5106}",-0.5106,negatif
 tinggal seks bebas aja ,"{'neg': 0.0, 'neu': 0.377, 'pos': 0.623, 'compound': 0.5106}",0.5106,positif
 shah alam pas menggesa dewan bandaraya kuala lumpur dbkl untuk menimbang semula keputusan membenarkan acara pembukaan rasmi sebuah bar menjemput kumpulan thai hot guy yang seolah olah mempromosikan budaya hedonistik lucah dan seks bebas pada mac ini ,"{'neg': 0.0, 'neu': 0.823, 'pos': 0.177, 'compound': 0.802}",0.802,positif
 jadi masalah sini tuh orang indonesia banyak sosoan seks bebas tapi kontrasepsi dipake entah karena acuh tak acuh takut enak kinknya pregnancy lol atau berharap dinikahin nintinya mah pake kontrasepsi jangan harap bakal hamil duit ,"{'neg': 0.07, 'neu': 0.703, 'pos': 0.227, 'compound': 0.885}",0.885,positif
 pesenku buat anakku besok jangan seks bebas nkarena bener banyak dirugikan itu pihak perempuan meskipun cowonya mau tanggungjawab sekalipun nga kurang kasus kayak mba dan amat sangat menderita pihak perempuan ,"{'neg': 0.232, 'neu': 0.687, 'pos': 0.081, 'compound': -0.8277}",-0.8277,negatif
 saya tak faham kenapa nak larang org bukan islam utk hidup mengikut amalan mereka kita org islam ada amalan kita itu amalan mereka minum arak mabuk seks bebas kerosakan akhlak rasa kelam hidup seperti lemas itulah outlet mereka utk rasa hidup keseronokan hidup mereka ,"{'neg': 0.151, 'neu': 0.647, 'pos': 0.202, 'compound': 0.2732}",0.2732,positif
 hampir setiap hari nih kalo seks bebas pembunuhan ,"{'neg': 0.313, 'neu': 0.467, 'pos': 0.22, 'compound': -0.34}",-0.34,negatif
 duta seks bebas surakarta ,"{'neg': 0.0, 'neu': 0.476, 'pos': 0.524, 'compound': 0.5106}",0.5106,positif
 ini kekeliruan dunia pendidikan kita yang menganggap mata pelajaran sains lebih penting dan mendiskriminasi budi pekerti akibatnya banyak anak cerdas yang justru terjerumus dalam narkoba seks bebas tawuran dan korupsi ketika dewasa ,"{'neg': 0.115, 'neu': 0.697, 'pos': 0.189, 'compound': 0.5095}",0.5095,positif
 patriarki amp seks bebas itu konteks berbeda didikan patriarki ada ngajarin asal celap celup tunangan itu bentuk penghargaan cwo cwe utk hub serius kena penyakit menular seksual gimana org tua ikut sedih ,"{'neg': 0.156, 'neu': 0.683, 'pos': 0.161, 'compound': 0.296}",0.296,positif
 tbh secara konteks dia emang bener kok seks itu kebutuhan biologis penting bagi setiap mahluk hidup bener juga pernikahan itu urusan cuma legalitas biar bisa ngelakuin bebas ncuma kan sebagai manusia sosial hidup lingkup hukum sosial juga harusnya mikir sih ,"{'neg': 0.0, 'neu': 0.783, 'pos': 0.217, 'compound': 0.765}",0.765,positif
 gue sih gamau dicicip sebelum dimahar emg ngeri sih pcrn jaman now seks bebas terlihat lumrah dan hampir dinormalisasi buat gue big garis keras ,"{'neg': 0.139, 'neu': 0.757, 'pos': 0.104, 'compound': -0.0315}",-0.0315,negatif
 aku tim yang menyalahkan mereka berdua sih salah sendiri pacaran salah sendiri seks bebas diluar nikah salah sejak awalnya aja resiko dan akibat harusnya sudah diketahui masing jadi itu karmanya masing ,"{'neg': 0.253, 'neu': 0.684, 'pos': 0.063, 'compound': -0.8402}",-0.8402,negatif
 alshad ini kebanyakan liat harimau kawin jadi mungkin pikiran nya dia bisa jadi harimau bebas mau seks kapan aja ,"{'neg': 0.0, 'neu': 0.829, 'pos': 0.171, 'compound': 0.5106}",0.5106,positif
 podo nakaal wes gak usah kaget karo mesakne mergo iku wes hasil soko kelakuan wonge dewe nmakane sing omong seks bebas gak enek rugine tolong lakbanen cocot gen nambah doso maneh ninget poro wadun seks bebas sing uakeh rugine kowe ora poro jantan xba xef ,"{'neg': 0.034, 'neu': 0.772, 'pos': 0.195, 'compound': 0.8551}",0.8551,positif
 korban film seks bebas bule tolol bali kasih obat kontol dulu pereda nyeri ,"{'neg': 0.467, 'neu': 0.309, 'pos': 0.224, 'compound': -0.743}",-0.743,negatif
 trus maksud cowoknya benar gitu trus membenarkan cowok bebas seks sana sini kalaupun kejadian mba tinggal salahin ceweknya aja karna hamil cewek bukan cowok sick ,"{'neg': 0.079, 'neu': 0.767, 'pos': 0.153, 'compound': 0.4408}",0.4408,positif
 kalo mba gini nasab anak sepenuhny ibu kan krna blm sah jdi bapak disuruh bertanggung jwb bisa dibilang gak bisa wlwpun dari spermanya klo udh gini berat bgt dipihak cewek hufftt pentingnya hindari seks bebas aplgi klo suka suka udh bye ,"{'neg': 0.078, 'neu': 0.699, 'pos': 0.223, 'compound': 0.8789}",0.8789,positif
 yang diharapkan org org seks bebas ntar hasilnya emas perak atau gmn dah ,"{'neg': 0.0, 'neu': 0.708, 'pos': 0.292, 'compound': 0.7351}",0.7351,positif
 kanker serviks disebabkan oleh human papilloma virus ini bis timbul karena seks bebas kebersihan organ intim dan paparan radikal bebas ,"{'neg': 0.133, 'neu': 0.667, 'pos': 0.2, 'compound': 0.296}",0.296,positif
 mungkin dakwah tentang nikah muda tuh mikir anak muda jaman now banyak terjerumus seks bebas kak jadinya mereka kasih solusi nikah muda menurutku itu kurang pas karena nikah bukan solusi dari segala permasalahan wkwkwkw ada nambah masalah masih sama ego ,"{'neg': 0.095, 'neu': 0.757, 'pos': 0.148, 'compound': 0.4638}",0.4638,positif
 bisa gak kalo reply gausa all nkan teh cita sama temen kko jadi baca yaa bangsadd wkwkwk nseks bebas itu enak kak ,"{'neg': 0.0, 'neu': 0.612, 'pos': 0.388, 'compound': 0.886}",0.886,positif
 alshad ahmad dituding hamili mantan pacar pandangannya tentang seks bebas jadi sorotan ,"{'neg': 0.107, 'neu': 0.732, 'pos': 0.161, 'compound': 0.2732}",0.2732,positif
 ngga makan babi ngga makan pake angciu tapi seks bebas ,"{'neg': 0.0, 'neu': 0.692, 'pos': 0.308, 'compound': 0.6652}",0.6652,positif
 semoga bapak atas bisa setidaknya bangga melihat anaknya setelah dewasa tidak kecanduan narkoba atau seks bebas tapi kecanduan kpop ,"{'neg': 0.0, 'neu': 0.803, 'pos': 0.197, 'compound': 0.631}",0.631,positif
 kota pompeii pun ada yang buat seks dan prostitution bebas yang femes ceritanya tapi tak tahu lokasi lembah muhassir time tentera gajah kene serang dengan ababil ,"{'neg': 0.105, 'neu': 0.839, 'pos': 0.056, 'compound': -0.431}",-0.431,negatif
 larang children god agama baru yang dibawa oleh david berg mulai huntington beach california amerika ini mengajarkan seks bebas ,"{'neg': 0.0, 'neu': 0.748, 'pos': 0.252, 'compound': 0.6597}",0.6597,positif
 seks bebas juga kak indra ,"{'neg': 0.0, 'neu': 0.548, 'pos': 0.452, 'compound': 0.5106}",0.5106,positif
 bahaya seks bebas sains penyakit hiv aids agama dosa nmelawan hiv aids sains pakai obat agama jangan seks bebas nseks bebas sains bisa asal aman dan sehat agama tidak boleh krn dosa ,"{'neg': 0.21, 'neu': 0.532, 'pos': 0.258, 'compound': 0.4404}",0.4404,positif
 alshad ahmad bicara soal seks bebas warganet save tiara andini ,"{'neg': 0.0, 'neu': 0.552, 'pos': 0.448, 'compound': 0.7579}",0.7579,positif
 semua manusia yang hidup memiliki memori sel yang tersimpan didalam sel tentang perbuatan tindakan buruk semua itu hanya bisa kendalikan ncontoh memori ttg perselingkuhan korupsi pembunuhan bullying seks bebas dan seterusnya ,"{'neg': 0.274, 'neu': 0.65, 'pos': 0.077, 'compound': -0.8591}",-0.8591,negatif
 katanya cnunggu etikat baik etikat baik atau gamau rugi nanti gabisa dapet duit lumayan gede dari keluarga laki inget tuhan dan percaya skenario tuhan nah itu udah ditunjukin skenario tuhan kalo seks bebas bisa bunting dan bikin idup ribet kocak nih dunia lama lama ,"{'neg': 0.02, 'neu': 0.715, 'pos': 0.266, 'compound': 0.9341}",0.9341,positif
 barusan nonton ada beberapa berita tentang seks bebas kalangan pelajar nada yang cewenya dibunuh karena takut hamil amp dikubur rumah kontrakan ada juga yang langsung membunuh bayinya setelah melakukan proses melahirkan sendiri amp sebelumnya pernah gagal aborsi ,"{'neg': 0.198, 'neu': 0.704, 'pos': 0.098, 'compound': -0.7783}",-0.7783,negatif
 aku sudah jelaskan pada mereka menjadi gay itu bukan tentang seks sana sini seks bebas dll menjadi gay adalah tentanh mencintai orang yang kusayang komitmen saling memberikan support selayaknya manusia pada umumnya sama aja kok ,"{'neg': 0.0, 'neu': 0.61, 'pos': 0.39, 'compound': 0.9595}",0.9595,positif
 kita udah tau resiko seks bebas bisa kena penyakit menular seksual yaa sebisa mungkin buat ngehindarin prinsip aku nikah gak cuman skdr penting karakternya penting dia cinta tapi pikirkan juga kesehatan diri sendiri dan efek jangka panjang apalagi klo ntar punya anak ,"{'neg': 0.107, 'neu': 0.854, 'pos': 0.04, 'compound': -0.1511}",-0.1511,negatif
 perempuan harusnya bisa berpendapat lebih bebas mengenai seksualitas bukan karena dia nakal tapi bisa jadi dia teredukasi untuk mengenal dirinya sendiri dan edukasi seks itu sendiri ,"{'neg': 0.0, 'neu': 0.928, 'pos': 0.072, 'compound': 0.2724}",0.2724,positif
 kann setuju jadi gay wajib seks bebas wajib mabuk semua bagai npadahalkan ada pilihan untuk setia untuk being sober nmana laa org tak pandang serong kat gay kan hmm ,"{'neg': 0.052, 'neu': 0.741, 'pos': 0.207, 'compound': 0.7269}",0.7269,positif
 tadi gue abis ngobrol ama bokap trs gue nanya ayah mending pilih aku peminum apa seks bebas ,"{'neg': 0.0, 'neu': 0.78, 'pos': 0.22, 'compound': 0.7351}",0.7351,positif
 masih pengen seks bebas ,"{'neg': 0.0, 'neu': 0.303, 'pos': 0.697, 'compound': 0.5574}",0.5574,positif
 ayo banyakin seks bebas hamil trus laki gak tanggung jawab bikin thread menfess nkan jadi hiburan juga buat lumayan lah buat pelampiasan misuh misuh wkwk ,"{'neg': 0.0, 'neu': 0.744, 'pos': 0.256, 'compound': 0.8381}",0.8381,positif
 kalau xamal seks bebas xpanggil gay pula kan gay kalau dah jolok jantan sama jantan kan ,"{'neg': 0.0, 'neu': 0.752, 'pos': 0.248, 'compound': 0.5106}",0.5106,positif
 maaf gak respect sih kecuali diperkosa kalo mau sama mau udh tau bakal hamil kenapa mau kira anak datengnya dari botol kinderjoy njujur udah muak sama orang seks bebas nya dalam keadaan sadar tapi hamil terus spill sana sini minta keadilan ,"{'neg': 0.08, 'neu': 0.765, 'pos': 0.156, 'compound': 0.6676}",0.6676,positif
 kebijakan publik sana gak bisa dibandingin sama disini kalo disana kebijakan publik buat kebaikan publik tanpa embel agama makanya ada kondom gratis gunanya buat mencegah penyakit seksual nheran sama pola pikir kalo disediakan berarti mendukung seks bebas kek ,"{'neg': 0.0, 'neu': 0.781, 'pos': 0.219, 'compound': 0.743}",0.743,positif
 kalo udah cukup baru boleh seks bebas ,"{'neg': 0.0, 'neu': 0.708, 'pos': 0.292, 'compound': 0.5106}",0.5106,positif
 aku pernah tny kwn perform time hubungan kelamin seks bebas dia kata size second mental kena kawal time jimak ,"{'neg': 0.0, 'neu': 0.864, 'pos': 0.136, 'compound': 0.5106}",0.5106,positif
 bapakmu ngedoktrin kamu dilarang makan babi pas gedenya malah ngelonte seks bebas mabok narkoboy nmemang anak dajal anak dajal ,"{'neg': 0.051, 'neu': 0.83, 'pos': 0.119, 'compound': 0.4404}",0.4404,positif
 biar org pada takut resiko hubungan seks bebas sejenis straight gak hanya terkena virus hiv tapi bisa kena hpv kutil kelamin bibir ketiak alat vitalnya tumbuh kutil putih mirip kembang kol gak ada obatnya buat hpv ,"{'neg': 0.098, 'neu': 0.854, 'pos': 0.048, 'compound': -0.296}",-0.296,negatif
